#    L    TT             EE             BB             TE             PP             TP             EP          
  1666   0.370962E+03   0.186710E+02   0.000000E+00  -0.324399E+02   0.282418E-08   0.351836E-06   0.154047E-06
  1667   0.371439E+03   0.185429E+02   0.000000E+00  -0.326560E+02   0.282124E-08   0.350486E-06   0.153124E-06
  1668   0.371930E+03   0.184134E+02   0.000000E+00  -0.328638E+02   0.281832E-08   0.349297E-06   0.152188E-06
  1669   0.372434E+03   0.182826E+02   0.000000E+00  -0.330633E+02   0.281539E-08   0.348269E-06   0.151239E-06
  1670   0.372950E+03   0.181508E+02   0.000000E+00  -0.332546E+02   0.281248E-08   0.347404E-06   0.150277E-06
  1671   0.373478E+03   0.180177E+02   0.000000E+00  -0.334375E+02   0.280956E-08   0.346702E-06   0.149304E-06
  1672   0.374017E+03   0.178836E+02   0.000000E+00  -0.336120E+02   0.280665E-08   0.346163E-06   0.148317E-06
  1673   0.374567E+03   0.177485E+02   0.000000E+00  -0.337782E+02   0.280375E-08   0.345788E-06   0.147319E-06
  1674   0.375127E+03   0.176124E+02   0.000000E+00  -0.339359E+02   0.280085E-08   0.345578E-06   0.146309E-06
  1675   0.375695E+03   0.174754E+02   0.000000E+00  -0.340852E+02   0.279795E-08   0.345532E-06   0.145286E-06
  1676   0.376273E+03   0.173376E+02   0.000000E+00  -0.342262E+02   0.279506E-08   0.345653E-06   0.144252E-06
  1677   0.376859E+03   0.171991E+02   0.000000E+00  -0.343586E+02   0.279218E-08   0.345940E-06   0.143205E-06
  1678   0.377453E+03   0.170597E+02   0.000000E+00  -0.344826E+02   0.278929E-08   0.346393E-06   0.142147E-06
  1679   0.378052E+03   0.169197E+02   0.000000E+00  -0.345981E+02   0.278642E-08   0.347015E-06   0.141077E-06
  1680   0.378658E+03   0.167791E+02   0.000000E+00  -0.347051E+02   0.278354E-08   0.347804E-06   0.139996E-06
  1681   0.379271E+03   0.166378E+02   0.000000E+00  -0.348036E+02   0.278068E-08   0.348762E-06   0.138903E-06
  1682   0.379887E+03   0.164961E+02   0.000000E+00  -0.348936E+02   0.277781E-08   0.349890E-06   0.137798E-06
  1683   0.380507E+03   0.163538E+02   0.000000E+00  -0.349751E+02   0.277495E-08   0.351187E-06   0.136682E-06
  1684   0.381131E+03   0.162109E+02   0.000000E+00  -0.350480E+02   0.277210E-08   0.352655E-06   0.135555E-06
  1685   0.381758E+03   0.160677E+02   0.000000E+00  -0.351124E+02   0.276925E-08   0.354293E-06   0.134417E-06
  1686   0.382388E+03   0.159242E+02   0.000000E+00  -0.351683E+02   0.276640E-08   0.356104E-06   0.133268E-06
  1687   0.383018E+03   0.157803E+02   0.000000E+00  -0.352158E+02   0.276356E-08   0.358086E-06   0.132108E-06
  1688   0.383651E+03   0.156361E+02   0.000000E+00  -0.352548E+02   0.276072E-08   0.360242E-06   0.130936E-06
  1689   0.384283E+03   0.154917E+02   0.000000E+00  -0.352853E+02   0.275789E-08   0.362571E-06   0.129754E-06
  1690   0.384916E+03   0.153471E+02   0.000000E+00  -0.353075E+02   0.275506E-08   0.365073E-06   0.128562E-06
  1691   0.385547E+03   0.152025E+02   0.000000E+00  -0.353212E+02   0.275224E-08   0.367751E-06   0.127358E-06
  1692   0.386177E+03   0.150578E+02   0.000000E+00  -0.353266E+02   0.274942E-08   0.370603E-06   0.126145E-06
  1693   0.386805E+03   0.149130E+02   0.000000E+00  -0.353237E+02   0.274660E-08   0.373631E-06   0.124920E-06
  1694   0.387431E+03   0.147682E+02   0.000000E+00  -0.353125E+02   0.274379E-08   0.376836E-06   0.123686E-06
  1695   0.388053E+03   0.146236E+02   0.000000E+00  -0.352930E+02   0.274099E-08   0.380217E-06   0.122441E-06
  1696   0.388671E+03   0.144790E+02   0.000000E+00  -0.352652E+02   0.273818E-08   0.383776E-06   0.121186E-06
  1697   0.389285E+03   0.143345E+02   0.000000E+00  -0.352293E+02   0.273539E-08   0.387513E-06   0.119921E-06
  1698   0.389893E+03   0.141903E+02   0.000000E+00  -0.351851E+02   0.273259E-08   0.391429E-06   0.118646E-06
  1699   0.390496E+03   0.140463E+02   0.000000E+00  -0.351330E+02   0.272980E-08   0.395524E-06   0.117361E-06
  1700   0.391093E+03   0.139026E+02   0.000000E+00  -0.350727E+02   0.272702E-08   0.399799E-06   0.116066E-06
  1701   0.391683E+03   0.137592E+02   0.000000E+00  -0.350045E+02   0.272424E-08   0.404253E-06   0.114762E-06
  1702   0.392266E+03   0.136162E+02   0.000000E+00  -0.349283E+02   0.272146E-08   0.408880E-06   0.113448E-06
  1703   0.392841E+03   0.134737E+02   0.000000E+00  -0.348444E+02   0.271869E-08   0.413673E-06   0.112125E-06
  1704   0.393408E+03   0.133316E+02   0.000000E+00  -0.347528E+02   0.271592E-08   0.418623E-06   0.110793E-06
  1705   0.393967E+03   0.131902E+02   0.000000E+00  -0.346536E+02   0.271316E-08   0.423723E-06   0.109453E-06
  1706   0.394516E+03   0.130493E+02   0.000000E+00  -0.345468E+02   0.271040E-08   0.428967E-06   0.108105E-06
  1707   0.395056E+03   0.129090E+02   0.000000E+00  -0.344325E+02   0.270765E-08   0.434345E-06   0.106748E-06
  1708   0.395585E+03   0.127695E+02   0.000000E+00  -0.343109E+02   0.270490E-08   0.439852E-06   0.105385E-06
  1709   0.396104E+03   0.126306E+02   0.000000E+00  -0.341818E+02   0.270215E-08   0.445478E-06   0.104014E-06
  1710   0.396612E+03   0.124926E+02   0.000000E+00  -0.340456E+02   0.269941E-08   0.451217E-06   0.102636E-06
  1711   0.397108E+03   0.123553E+02   0.000000E+00  -0.339021E+02   0.269667E-08   0.457062E-06   0.101252E-06
  1712   0.397592E+03   0.122188E+02   0.000000E+00  -0.337517E+02   0.269394E-08   0.463004E-06   0.998618E-07
  1713   0.398063E+03   0.120832E+02   0.000000E+00  -0.335942E+02   0.269121E-08   0.469036E-06   0.984655E-07
  1714   0.398521E+03   0.119485E+02   0.000000E+00  -0.334298E+02   0.268848E-08   0.475151E-06   0.970636E-07
  1715   0.398966E+03   0.118148E+02   0.000000E+00  -0.332587E+02   0.268576E-08   0.481341E-06   0.956564E-07
  1716   0.399397E+03   0.116821E+02   0.000000E+00  -0.330809E+02   0.268305E-08   0.487598E-06   0.942443E-07
  1717   0.399814E+03   0.115505E+02   0.000000E+00  -0.328966E+02   0.268034E-08   0.493915E-06   0.928275E-07
  1718   0.400216E+03   0.114199E+02   0.000000E+00  -0.327058E+02   0.267763E-08   0.500285E-06   0.914064E-07
  1719   0.400603E+03   0.112904E+02   0.000000E+00  -0.325086E+02   0.267492E-08   0.506700E-06   0.899813E-07
  1720   0.400975E+03   0.111620E+02   0.000000E+00  -0.323052E+02   0.267222E-08   0.513152E-06   0.885526E-07
  1721   0.401331E+03   0.110349E+02   0.000000E+00  -0.320956E+02   0.266953E-08   0.519634E-06   0.871204E-07
  1722   0.401671E+03   0.109090E+02   0.000000E+00  -0.318801E+02   0.266684E-08   0.526138E-06   0.856852E-07
  1723   0.401994E+03   0.107845E+02   0.000000E+00  -0.316587E+02   0.266415E-08   0.532657E-06   0.842473E-07
  1724   0.402301E+03   0.106612E+02   0.000000E+00  -0.314315E+02   0.266146E-08   0.539184E-06   0.828070E-07
  1725   0.402591E+03   0.105392E+02   0.000000E+00  -0.311988E+02   0.265879E-08   0.545710E-06   0.813646E-07
  1726   0.402862E+03   0.104186E+02   0.000000E+00  -0.309604E+02   0.265611E-08   0.552228E-06   0.799203E-07
  1727   0.403117E+03   0.102994E+02   0.000000E+00  -0.307167E+02   0.265344E-08   0.558731E-06   0.784747E-07
  1728   0.403353E+03   0.101816E+02   0.000000E+00  -0.304677E+02   0.265077E-08   0.565211E-06   0.770279E-07
  1729   0.403570E+03   0.100654E+02   0.000000E+00  -0.302136E+02   0.264811E-08   0.571661E-06   0.755802E-07
  1730   0.403769E+03   0.995066E+01   0.000000E+00  -0.299543E+02   0.264545E-08   0.578073E-06   0.741321E-07
  1731   0.403948E+03   0.983740E+01   0.000000E+00  -0.296902E+02   0.264279E-08   0.584440E-06   0.726837E-07
  1732   0.404109E+03   0.972571E+01   0.000000E+00  -0.294212E+02   0.264014E-08   0.590754E-06   0.712355E-07
  1733   0.404249E+03   0.961565E+01   0.000000E+00  -0.291476E+02   0.263750E-08   0.597007E-06   0.697877E-07
  1734   0.404368E+03   0.950715E+01   0.000000E+00  -0.288693E+02   0.263485E-08   0.603192E-06   0.683407E-07
  1735   0.404468E+03   0.940029E+01   0.000000E+00  -0.285867E+02   0.263222E-08   0.609302E-06   0.668948E-07
  1736   0.404547E+03   0.929513E+01   0.000000E+00  -0.282999E+02   0.262958E-08   0.615328E-06   0.654502E-07
  1737   0.404606E+03   0.919169E+01   0.000000E+00  -0.280089E+02   0.262695E-08   0.621264E-06   0.640074E-07
  1738   0.404645E+03   0.908996E+01   0.000000E+00  -0.277140E+02   0.262432E-08   0.627102E-06   0.625666E-07
  1739   0.404662E+03   0.899001E+01   0.000000E+00  -0.274153E+02   0.262170E-08   0.632834E-06   0.611281E-07
  1740   0.404659E+03   0.889185E+01   0.000000E+00  -0.271130E+02   0.261908E-08   0.638453E-06   0.596924E-07
  1741   0.404634E+03   0.879547E+01   0.000000E+00  -0.268071E+02   0.261647E-08   0.643952E-06   0.582596E-07
  1742   0.404588E+03   0.870095E+01   0.000000E+00  -0.264979E+02   0.261385E-08   0.649322E-06   0.568301E-07
  1743   0.404521E+03   0.860821E+01   0.000000E+00  -0.261855E+02   0.261125E-08   0.654556E-06   0.554042E-07
  1744   0.404431E+03   0.851741E+01   0.000000E+00  -0.258699E+02   0.260864E-08   0.659648E-06   0.539822E-07
  1745   0.404321E+03   0.842846E+01   0.000000E+00  -0.255513E+02   0.260604E-08   0.664588E-06   0.525645E-07
  1746   0.404187E+03   0.834145E+01   0.000000E+00  -0.252299E+02   0.260345E-08   0.669370E-06   0.511514E-07
  1747   0.404032E+03   0.825629E+01   0.000000E+00  -0.249057E+02   0.260086E-08   0.673986E-06   0.497432E-07
  1748   0.403854E+03   0.817315E+01   0.000000E+00  -0.245791E+02   0.259827E-08   0.678429E-06   0.483402E-07
  1749   0.403653E+03   0.809193E+01   0.000000E+00  -0.242500E+02   0.259569E-08   0.682690E-06   0.469427E-07
  1750   0.403431E+03   0.801264E+01   0.000000E+00  -0.239186E+02   0.259311E-08   0.686764E-06   0.455510E-07
  1751   0.403185E+03   0.793536E+01   0.000000E+00  -0.235851E+02   0.259053E-08   0.690642E-06   0.441655E-07
  1752   0.402917E+03   0.786009E+01   0.000000E+00  -0.232496E+02   0.258796E-08   0.694321E-06   0.427862E-07
  1753   0.402627E+03   0.778683E+01   0.000000E+00  -0.229123E+02   0.258539E-08   0.697800E-06   0.414133E-07
  1754   0.402313E+03   0.771557E+01   0.000000E+00  -0.225734E+02   0.258283E-08   0.701074E-06   0.400469E-07
  1755   0.401977E+03   0.764639E+01   0.000000E+00  -0.222329E+02   0.258027E-08   0.704141E-06   0.386870E-07
  1756   0.401618E+03   0.757921E+01   0.000000E+00  -0.218910E+02   0.257771E-08   0.707000E-06   0.373339E-07
  1757   0.401237E+03   0.751412E+01   0.000000E+00  -0.215478E+02   0.257516E-08   0.709646E-06   0.359875E-07
  1758   0.400832E+03   0.745103E+01   0.000000E+00  -0.212036E+02   0.257261E-08   0.712078E-06   0.346481E-07
  1759   0.400404E+03   0.739007E+01   0.000000E+00  -0.208584E+02   0.257006E-08   0.714292E-06   0.333156E-07
  1760   0.399954E+03   0.733117E+01   0.000000E+00  -0.205124E+02   0.256752E-08   0.716287E-06   0.319903E-07
  1761   0.399481E+03   0.727434E+01   0.000000E+00  -0.201657E+02   0.256498E-08   0.718059E-06   0.306722E-07
  1762   0.398985E+03   0.721959E+01   0.000000E+00  -0.198183E+02   0.256245E-08   0.719606E-06   0.293614E-07
  1763   0.398467E+03   0.716694E+01   0.000000E+00  -0.194707E+02   0.255992E-08   0.720924E-06   0.280581E-07
  1764   0.397925E+03   0.711637E+01   0.000000E+00  -0.191229E+02   0.255739E-08   0.722013E-06   0.267623E-07
  1765   0.397362E+03   0.706790E+01   0.000000E+00  -0.187748E+02   0.255487E-08   0.722868E-06   0.254742E-07
  1766   0.396777E+03   0.702154E+01   0.000000E+00  -0.184270E+02   0.255235E-08   0.723487E-06   0.241937E-07
  1767   0.396170E+03   0.697727E+01   0.000000E+00  -0.180792E+02   0.254984E-08   0.723867E-06   0.229212E-07
  1768   0.395541E+03   0.693511E+01   0.000000E+00  -0.177319E+02   0.254733E-08   0.724006E-06   0.216566E-07
  1769   0.394890E+03   0.689505E+01   0.000000E+00  -0.173850E+02   0.254482E-08   0.723902E-06   0.204001E-07
  1770   0.394218E+03   0.685709E+01   0.000000E+00  -0.170388E+02   0.254231E-08   0.723551E-06   0.191518E-07
  1771   0.393524E+03   0.682124E+01   0.000000E+00  -0.166934E+02   0.253981E-08   0.722950E-06   0.179118E-07
  1772   0.392809E+03   0.678747E+01   0.000000E+00  -0.163489E+02   0.253732E-08   0.722098E-06   0.166801E-07
  1773   0.392073E+03   0.675579E+01   0.000000E+00  -0.160054E+02   0.253482E-08   0.720991E-06   0.154570E-07
  1774   0.391316E+03   0.672620E+01   0.000000E+00  -0.156631E+02   0.253234E-08   0.719627E-06   0.142424E-07
  1775   0.390538E+03   0.669869E+01   0.000000E+00  -0.153220E+02   0.252985E-08   0.718003E-06   0.130366E-07
  1776   0.389739E+03   0.667325E+01   0.000000E+00  -0.149825E+02   0.252737E-08   0.716117E-06   0.118396E-07
  1777   0.388920E+03   0.664989E+01   0.000000E+00  -0.146444E+02   0.252489E-08   0.713966E-06   0.106515E-07
  1778   0.388081E+03   0.662857E+01   0.000000E+00  -0.143081E+02   0.252242E-08   0.711546E-06   0.947242E-08
  1779   0.387221E+03   0.660931E+01   0.000000E+00  -0.139736E+02   0.251995E-08   0.708856E-06   0.830249E-08
  1780   0.386341E+03   0.659209E+01   0.000000E+00  -0.136410E+02   0.251748E-08   0.705893E-06   0.714181E-08
  1781   0.385442E+03   0.657690E+01   0.000000E+00  -0.133105E+02   0.251502E-08   0.702655E-06   0.599047E-08
  1782   0.384523E+03   0.656373E+01   0.000000E+00  -0.129823E+02   0.251256E-08   0.699137E-06   0.484858E-08
  1783   0.383585E+03   0.655258E+01   0.000000E+00  -0.126563E+02   0.251010E-08   0.695339E-06   0.371626E-08
  1784   0.382629E+03   0.654342E+01   0.000000E+00  -0.123328E+02   0.250765E-08   0.691257E-06   0.259360E-08
  1785   0.381653E+03   0.653625E+01   0.000000E+00  -0.120119E+02   0.250520E-08   0.686888E-06   0.148072E-08
  1786   0.380660E+03   0.653104E+01   0.000000E+00  -0.116936E+02   0.250275E-08   0.682230E-06   0.377711E-09
  1787   0.379648E+03   0.652779E+01   0.000000E+00  -0.113782E+02   0.250031E-08   0.677280E-06  -0.715307E-09
  1788   0.378618E+03   0.652648E+01   0.000000E+00  -0.110657E+02   0.249788E-08   0.672036E-06  -0.179823E-08
  1789   0.377571E+03   0.652710E+01   0.000000E+00  -0.107562E+02   0.249544E-08   0.666495E-06  -0.287096E-08
  1790   0.376507E+03   0.652962E+01   0.000000E+00  -0.104498E+02   0.249301E-08   0.660654E-06  -0.393338E-08
  1791   0.375425E+03   0.653404E+01   0.000000E+00  -0.101467E+02   0.249058E-08   0.654511E-06  -0.498539E-08
  1792   0.374327E+03   0.654033E+01   0.000000E+00  -0.984696E+01   0.248816E-08   0.648062E-06  -0.602688E-08
  1793   0.373212E+03   0.654848E+01   0.000000E+00  -0.955070E+01   0.248574E-08   0.641306E-06  -0.705775E-08
  1794   0.372081E+03   0.655845E+01   0.000000E+00  -0.925801E+01   0.248332E-08   0.634239E-06  -0.807789E-08
  1795   0.370933E+03   0.657024E+01   0.000000E+00  -0.896897E+01   0.248091E-08   0.626860E-06  -0.908719E-08
  1796   0.369770E+03   0.658383E+01   0.000000E+00  -0.868365E+01   0.247850E-08   0.619164E-06  -0.100856E-07
  1797   0.368591E+03   0.659919E+01   0.000000E+00  -0.840227E+01   0.247610E-08   0.611150E-06  -0.110729E-07
  1798   0.367397E+03   0.661629E+01   0.000000E+00  -0.812491E+01   0.247370E-08   0.602815E-06  -0.120490E-07
  1799   0.366189E+03   0.663513E+01   0.000000E+00  -0.785149E+01   0.247130E-08   0.594157E-06  -0.130139E-07
  1800   0.364966E+03   0.665567E+01   0.000000E+00  -0.758232E+01   0.246890E-08   0.585172E-06  -0.139674E-07
  1801   0.363730E+03   0.667789E+01   0.000000E+00  -0.731738E+01   0.246651E-08   0.575862E-06  -0.149096E-07
  1802   0.362481E+03   0.670178E+01   0.000000E+00  -0.705678E+01   0.246412E-08   0.566249E-06  -0.158407E-07
  1803   0.361218E+03   0.672730E+01   0.000000E+00  -0.680061E+01   0.246174E-08   0.556356E-06  -0.167612E-07
  1804   0.359942E+03   0.675443E+01   0.000000E+00  -0.654896E+01   0.245936E-08   0.546208E-06  -0.176716E-07
  1805   0.358655E+03   0.678314E+01   0.000000E+00  -0.630190E+01   0.245698E-08   0.535831E-06  -0.185722E-07
  1806   0.357355E+03   0.681341E+01   0.000000E+00  -0.605950E+01   0.245461E-08   0.525249E-06  -0.194636E-07
  1807   0.356044E+03   0.684521E+01   0.000000E+00  -0.582182E+01   0.245223E-08   0.514487E-06  -0.203462E-07
  1808   0.354722E+03   0.687850E+01   0.000000E+00  -0.558896E+01   0.244987E-08   0.503570E-06  -0.212204E-07
  1809   0.353389E+03   0.691328E+01   0.000000E+00  -0.536097E+01   0.244750E-08   0.492523E-06  -0.220866E-07
  1810   0.352045E+03   0.694950E+01   0.000000E+00  -0.513794E+01   0.244514E-08   0.481370E-06  -0.229453E-07
  1811   0.350691E+03   0.698714E+01   0.000000E+00  -0.491992E+01   0.244279E-08   0.470137E-06  -0.237970E-07
  1812   0.349327E+03   0.702615E+01   0.000000E+00  -0.470697E+01   0.244043E-08   0.458848E-06  -0.246421E-07
  1813   0.347953E+03   0.706654E+01   0.000000E+00  -0.449914E+01   0.243808E-08   0.447528E-06  -0.254809E-07
  1814   0.346571E+03   0.710825E+01   0.000000E+00  -0.429651E+01   0.243574E-08   0.436202E-06  -0.263141E-07
  1815   0.345181E+03   0.715125E+01   0.000000E+00  -0.409911E+01   0.243339E-08   0.424895E-06  -0.271419E-07
  1816   0.343782E+03   0.719553E+01   0.000000E+00  -0.390701E+01   0.243106E-08   0.413632E-06  -0.279649E-07
  1817   0.342376E+03   0.724105E+01   0.000000E+00  -0.372027E+01   0.242872E-08   0.402437E-06  -0.287835E-07
  1818   0.340963E+03   0.728777E+01   0.000000E+00  -0.353892E+01   0.242639E-08   0.391336E-06  -0.295981E-07
  1819   0.339543E+03   0.733567E+01   0.000000E+00  -0.336301E+01   0.242406E-08   0.380353E-06  -0.304092E-07
  1820   0.338116E+03   0.738471E+01   0.000000E+00  -0.319259E+01   0.242173E-08   0.369513E-06  -0.312172E-07
  1821   0.336683E+03   0.743482E+01   0.000000E+00  -0.302770E+01   0.241941E-08   0.358841E-06  -0.320225E-07
  1822   0.335245E+03   0.748607E+01   0.000000E+00  -0.286838E+01   0.241709E-08   0.348361E-06  -0.328257E-07
  1823   0.333802E+03   0.753836E+01   0.000000E+00  -0.271468E+01   0.241477E-08   0.338099E-06  -0.336271E-07
  1824   0.332353E+03   0.759161E+01   0.000000E+00  -0.256663E+01   0.241246E-08   0.328080E-06  -0.344271E-07
  1825   0.330900E+03   0.764582E+01   0.000000E+00  -0.242425E+01   0.241015E-08   0.318328E-06  -0.352263E-07
  1826   0.329443E+03   0.770108E+01   0.000000E+00  -0.228757E+01   0.240785E-08   0.308868E-06  -0.360251E-07
  1827   0.327982E+03   0.775715E+01   0.000000E+00  -0.215662E+01   0.240554E-08   0.299725E-06  -0.368238E-07
  1828   0.326519E+03   0.781410E+01   0.000000E+00  -0.203140E+01   0.240324E-08   0.290925E-06  -0.376230E-07
  1829   0.325053E+03   0.787195E+01   0.000000E+00  -0.191194E+01   0.240095E-08   0.282490E-06  -0.384231E-07
  1830   0.323584E+03   0.793061E+01   0.000000E+00  -0.179827E+01   0.239866E-08   0.274448E-06  -0.392245E-07
  1831   0.322115E+03   0.799002E+01   0.000000E+00  -0.169040E+01   0.239637E-08   0.266821E-06  -0.400276E-07
  1832   0.320644E+03   0.805016E+01   0.000000E+00  -0.158834E+01   0.239408E-08   0.259636E-06  -0.408330E-07
  1833   0.319172E+03   0.811097E+01   0.000000E+00  -0.149210E+01   0.239180E-08   0.252917E-06  -0.416410E-07
  1834   0.317699E+03   0.817252E+01   0.000000E+00  -0.140169E+01   0.238952E-08   0.246689E-06  -0.424521E-07
  1835   0.316227E+03   0.823467E+01   0.000000E+00  -0.131712E+01   0.238724E-08   0.240977E-06  -0.432668E-07
  1836   0.314755E+03   0.829740E+01   0.000000E+00  -0.123838E+01   0.238497E-08   0.235806E-06  -0.440854E-07
  1837   0.313284E+03   0.836073E+01   0.000000E+00  -0.116550E+01   0.238270E-08   0.231200E-06  -0.449085E-07
